sentence_id,label,sentence,town1,town2,template_id
3894,VALID,Je dois me rendre de Bloiis a Lons-leS-aunier,Blois,Lons-le-Saunier,7
1837,VALID,Départ Dinan arrivée Louviers,Dinan,Louviers,15
979,VALID,Quels sont les horaires de train Laval Montbéliard ?,Laval,Montbéliard,8
1181,VALID,Je souhaite voyager de Cambrai vers Lourdes,Cambrai,Lourdes,5
1050,VALID,Y a-t-il des trains vers Châteauroux au départ de Saumur ?,Saumur,Châteauroux,4
1062,VALID,Y a-t-il des trains vers Romans-sur-Isère au départ de Meaux ?,Meaux,Romans-sur-Isère,4
3903,VALID,Trajet de Granville vers Bordeaux,Granville,Bordeaux,11
1467,VALID,Un billet Épinal Nevers s'il vous plaît,Épinal,Nevers,2
3391,INVALID,epinal est une belle ville,Épinal,Créteil,18
1977,INVALID,restaurant à dijon,Dijon,Étampes,25
570,VALID,Comment me rendre à Grenoble depuis Dijon ?,Dijon,Grenoble,3
490,VALID,Je voudrais partir de Cholet pour aller à Laon,Cholet,Laon,9
2984,INVALID,Montbéliard ou Thonon-les-Bains pour les vacances ?,Montbéliard,Thonon-les-Bains,23
2950,INVALID,J'habite à Amiens ,Amiens,Lunéville,17
760,VALID,Trajet de Challans vers Modane,Challans,Modane,11
679,VALID,Trajet de Saint-Denis vers Concarneau,Saint-Denis,Concarneau,11
726,VALID,Je cherche un train Lyon Digne-les-Bains,Lyon,Digne-les-Bains,14
2418,INVALID,La distance entre Lourdes et Annecy,Lourdes,Annecy,20
3616,VALID,je cherche un train epinal agen,Épinal,Agen,14
3141,INVALID,Lemaire de Niort,Niort,Bordeaux,24
3654,INVALID,Quel temps fait-il a Segre ?,Segré,Brest,16
3034,INVALID,Bonjour,Moulins,Vendôme,21
3763,VALID,Je cherche un train Beauvais Granville,Beauvais,Granville,14
2415,INVALID,Évry ou Quimper pour les vacances ?,Évry,Quimper,23
2878,INVALID,Mon ami vit à Bar-le-Duc et moi à Orange,Bar-le-Duc,Orange,19
1402,VALID,Quels sont les horaires de train Lourdes Verdun ?,Lourdes,Verdun,8
528,VALID,Prochain train pour Moulins depuis Aix-les-Bains,Aix-les-Bains,Moulins,13
2009,INVALID,restaurant à bastia,Bastia,Avignon,25
2893,INVALID,Valence ou Dijon poour les vacanc ?,Valence,Dijon,23
2472,INVALID,Bonjour,Granville,Lons-le-Saunier,21
3183,INVALID,Rouen est une belle ville,Rouen,Belfort,18
2382,INVALID,Quelle est la population de Marseille ?,Marseille,Châteaubriant,22
2738,INVALID,Le maire de Nevers,Nevers,Romans-sur-Isère,24
3116,INVALID,Restaurant à Pontarlier,Pontarlier,Argenteuil,25
2913,INVALID,Quelle est la populaiton e Beauvais ?,Beauvais,Nice,22
2676,INVALID,Quelle est la population de Lyon ?,Lyon,Mulhouse,22
1856,VALID,Trajet de Montargis vers Vitry-le-François,Montargis,Vitry-le-François,11
2590,INVALID,Bonjour,Dole,Nice,21
2256,INVALID,Mon ami vit à Vesoul et moi à Charleville-Mézières,Vesoul,Charleville-Mézières,19
3120,INVALID,J'habite à Annemasse,Annemasse,Montivilliers,17
3189,INVALID,Mon ami vit à Clisson et moi à Tours,Clisson,Tours,19
184,VALID,prochain train pour amiens depuis bourges,Bourges,Amiens,13
2986,INVALID,Quel temps fait-il à Montreuil ?,Montreuil,Saint-Denis,16
3554,INVALID,mon ami vit a digne-les-bains et moi a villeurbanne,Digne-les-Bains,Villeurbanne,19
858,VALID,Bordeaux Amboise pour demain,Bordeaux,Amboise,6
3781,VALID,Les Sables-d'Olonne Auxerre pour demain,Les Sables-d'Olonne,Auxerre,6
3101,INVALID,Restaurant à Bordeaux,Bordeaux,Nîmes,25
3365,INVALID,J'habite à Rennes,Rennes,Belfort,17
3896,VALID,Je dois me rendre de Vierzon a Creteil,Vierzon,Créteil,7
1529,VALID,Y a-t-il es trains vers Biarritz au départ de Laval ?,Laval,Biarritz,4
748,VALID,Comment me rendre à Bar-le-Duc depuis Auxerre ?,Auxerre,Bar-le-Duc,3
3463,VALID,epinal alencon pour demain,Épinal,Alençon,6
318,VALID,Je cherche un train Les Sables-d'Olonne Roubaix,Les Sables-d'Olonne,Roubaix,14
990,VALID,Je voudrais partir de Grenoble pour aller à Provins,Grenoble,Provins,9
3118,INVALID,J'habite à Hazebrouck,Hazebrouck,Mende,17
667,VALID,Nice Évry pour demain,Nice,Évry,6
396,VALID, Quels sont ls horaires de train Abbbeville Montbéliaard ?,Abbeville,Montbéliard,8
2801,INVALID,Quelle est la population de Vienne ?,Vienne,Calais,22
753,VALID,Je cherche un train Nantes Granville,Nantes,Granville,14
1371,VALID,Je pars de Louviers direction Boulogne-sur-Mer,Louviers,Boulogne-sur-Mer,12
2978,INVALID,Nantes ou Les Sables-d'Olonne pour les vacances ?,Nantes,Les Sables-d'Olonne,23
2771,INVALID,J'habite à Quimper,Quimper,Roubaix,17
1746,VALID,Un billet Le Mans Compiègne s'il vous plaît,Le Mans,Compiègne,2
728,VALID,Trajet de Dole vers Valenciennes,Dole,Valenciennes,11
1097,VALID,Comment me rendre à Belfort depuis Gap ?,Gap,Belfort,3
2012,INVALID,berck est une belle ville,Berck,Belfort,18
571,VALID,Départ Albert arrivée Mâcon,Albert,Mâcon,15
1116,VALID,Départ Rouen arrivée Lourdes,Rouen,Lourdes,15
2773,INVALID,Boulogne-Billancourt est une belle ville,Boulogne-Billancourt,Compiègne,18
3714,VALID,Un aller simple Saint-Nazaire Avignon,Saint-Nazaire,Avignon,10
1475,VALID,Langres Périgueux pour demain,Langres,Périgueux,6
1447,VALID,Y a-t-il des trains vers Fontainebleau au départ de Provins ?,Provins,Fontainebleau,4
2882,INVALID,Quelle est la population de Loches ?,Loches,Lisieux,22
1646,VALID,Quels sont les horaires de train Dieppe Niort ?,Dieppe,Niort,8
3533,VALID,quels sont les horaires de train saint-nazaire limoges ?,Saint-Nazaire,Limoges,8
416,VALID,Je souhaite voyager de Moulins vers Versailles,Moulins,Versailles,5
3281,INVALID,MMon ami vit àÉ tampes et moi à Verailles,Étampes,Versailles,19
151,VALID,je cherche un train le havre lannion,Le Havre,Lannion,14
2324,INVALID,Restaurant à Étampes,Étampes,Mulhouse,25
1567,VALID,Je dois me rendre de Clermont-Ferrand à Saint-Nazaire,Clermont-Ferrand,Saint-Nazaire,7
130,VALID,quels sont les horaires de train nevers toulon ?,Nevers,Toulon,8
2071,INVALID,la distance entre aubenas et lyon,Aubenas,Lyon,20
3829,VALID,Un billet Chateauroux Soissons s'il vous plait,Châteauroux,Soissons,2
1558,VALID,Perignn Florence opur demain,Perpignan,Florence,6
2851,INVALID,Lee maire de aL Rochelle,La Rochelle,Lyon,24
244,VALID,je voudrais partir de le havre pour aller à provins,Le Havre,Provins,9
2099,INVALID,melun ou dole pour les vacances ?,Melun,Dole,23
2725,INVALID,J'habite à Pontarlier,Pontarlier,Amboise,17
779,VALID,Un billet Nantes Bourges s'il vous plaît,Nantes,Bourges,2
3681,VALID,Je souhaite voyager de Nancy vers Laon,Nancy,Laon,5
662,VALID,Un aller simple Bayonne Auch,Bayonne,Auch,10
77,VALID,prochain train pour saint-brieuc depuis meaux,Meaux,Saint-Brieuc,13
1006,VALID,Je cherche un train Bastia Versailles,Bastia,Versailles,14
2445,INVALID,La distance entre Angoulême et Saumur,Angoulême,Saumur,20
2149,INVALID,Le maire de Challans,Challans,Lourdes,24
2077,INVALID,restaurant à mulhouse,Mulhouse,Besançon,25
156,VALID,je cherche un train laval pau,Laval,Pau,14
288,VALID,Trajet de Privas vers Nice,Privas,Nice,11
1138,VALID,Un aller simple Châlons-en-Champagne Toulouse,Châlons-en-Champagne,Toulouse,10
1498,VALID,Prochain train pour Pontoise depuis Manosque,Manosque,Pontoise,13
2940,INVALID,Bonjour,Cannes,Thonon-les-Bains,21
3736,INVALID,J'habite a Calais,Calais,Digne-les-Bains,17
2961,INVALID,Bonjour,Béziers,Hazebrouck,21
89,VALID,périgueux abbeville pour demain,Périgueux,Abbeville,6
3401,VALID,je dois me rendre de abbeville a granville,Abbeville,Granville,7
1386,VALID,Je souhaite voyager de Aurillac vers Thonon-les-Bains,Aurillac,Thonon-les-Bains,5
2624,INVALID,Le maire de Saumur,Saumur,Vichy,24
90,VALID,quels sont les horaires de train briançon albert ?,Briançon,Albert,8
2841,INVALID, Bonjour,Aubenas,Vitry-le-François,21
1745,VALID,Je souhaite voyager de Laon vers Nice,Laon,Nice,5
2957,INVALID,Mon ami vit à Boulogne-sur-Mer et moi à Châteaubriant,Boulogne-sur-Mer,Châteaubriant,19
16,VALID,je veux aller de toul à loches,Toul,Loches,1
2492,INVALID,Bonjour,Châteauroux,Aurillac,21
3586,VALID,je voudrais partir de clisson pour aller a saint-omer,Clisson,Saint-Omer,9
2237,INVALID,Quel temps fait-il à Bourgoin-Jallieu ?,Bourgoin-Jallieu,Lannion,16
2417,INVALID,Le maire de Laval,Laval,Chalon-sur-Saône,24
258,VALID,quels sont les horaires de train laval maubeuge ?,Laval,Maubeuge,8
1941,INVALID,quel emps  fait-il à vry ?,Évry,Privas,16
1853,VALID,Prochain train pour Langres depuis Laval,Laval,Langres,13
2187,INVALID,Quelle est la population de Montbéliard ?,Montbéliard,Pontoise,22
3564,INVALID,j'habite a modane,Modane,Lens,17
2370,INVALID,Quel temps fait-il à Arras ?,Arras,Lens,16
3861,VALID,Y a-t-il des trains vers Blisa u edpart de Saint-Denis ?,Saint-Denis,Blois,4
1245,VALID,Je dois me rendre de Grenoble à Marseille,Grenoble,Marseille,7
2785,INVALID,Toulon est une belle ville,Toulon,Chartres,18
1785,VALID,Je souhatie vvoyager dde Nancy vers Hazebruock,Nancy,Hazebrouck,5
2927,INVALID,Mon  ami vit à Metz et moi  Niort,Metz,Niort,19
2023,INVALID,j'habite à évreux,Évreux,Courbevoie,17
3454,INVALID,j'habite a aix-les-bains,Aix-les-Bains,Versailles,17
3320,INVALID,Mon ami vit à Calais et moi à Maubeuge,Calais,Maubeuge,19
2470,INVALID,Quel temps fait-il à Chalon-sur-Saône ?,Chalon-sur-Saône,Carcassonne,16
2585,INVALID,J'habite à Toulouse,Toulouse,Alençon,17
59,VALID,comment me rendre à marseille depuis troyes ?,Troyes,Marseille,3
36,VALID,quels sont les horaires de train poitiers fécamp ?,Poitiers,Fécamp,8
2043,INVALID,que ltemps fait-il à albertvville  ?,Albertville,Charleville-Mézières,16
2006,INVALID,mon ami vit à perpignan et moi à étampes,Perpignan,Étampes,19
3403,VALID,y a-t-il des trains vers saint-brieuc au depart de tourcoing ?,Tourcoing,Saint-Brieuc,4
2246,INVALID,Le maire de Vierzon,Vierzon,Vernon,24
2692,INVALID,Le maire de Port-Boulet,Port-Boulet,Mulhouse,24
460,VALID,Je dois me rendre de Rouen à Manosque,Rouen,Manosque,7
756,VALID,Je veux aller de Saint-Denis à Charleville-Mézières,Saint-Denis,Charleville-Mézières,1
3081,INVALID,Mon ami vit à Caen et moi à Bastia,Caen,Bastia,19
2660,INVALID,Bolbec ou Dijon pour les vacances ?,Bolbec,Dijon,23
581,VALID,Un aller simple Bourges Chambéry,Bourges,Chambéry,10
3018,INVALID,J'habite à Laval,Laval,Metz,17
3416,VALID,je voudrais partir de vichy pour aller a montreuil,Vichy,Montreuil,9
97,VALID,vesoul arras ppour ddemain ,Vesoul,Arras,6
2650,INVALID,Quel temps fait-il à Marseille ?,Marseille,Avranches,16
3804,INVALID,Bonjour,Étampes,Vichy,21
3204,INVALID,Restaurant à Saumur,Saumur,Granville,25
2791,INVALID,La distance entre Saint-Malo et Chambéry,Saint-Malo,Chambéry,20
24,VALID,je voudrais partir de béthune pour aller à la rochelle,Béthune,La Rochelle,9
1220,VALID,Trajet dee Port-Boulet vers Modane ,Port-Boulet,Modane,11
2305,INVALID,Montpellier est une belle ville,Montpellier,Boulogne-Billancourt,18
2642,INVALID,Le maire de Le Mans,Le Mans,Saint-Nazaire,24
2524,INVALID,La distance entre Courbevoie et Saint-Malo,Courbevoie,Saint-Malo,20
1099,VALID,Y a-t-il des trains vers Cherbourg au départ de Rodez ?,Rodez,Cherbourg,4
1092,VALID,Je cherche un train Bourgoin-Jallieu Chinon,Bourgoin-Jallieu,Chinon,14
3615,VALID,je pars de blois direction valenciennes,Blois,Valenciennes,12
3173,INVALID,Dunkerque est ne belle vilel,Dunkerque,Romans-sur-Isère,18
2770,INVALID,Quelle est la population de Berck ?,Berck,Chinon,22
2597,INVALID,Quelle est la population de Mende ?,Mende,Beauvais,22
232,VALID,je voudrais partir de vitré pour aller à caen,Vitré,Caen,9
1208,VALID,Un aller simple Périgueux Chartres,Périgueux,Chartres,10
2672,INVALID,La distance entre Lisieux et Douai,Lisieux,Douai,20
2816,INVALID,La distance entre Valence et Dieppe,Valence,Dieppe,20
927,VALID,Départ Auch arrivée Cergy,Auch,Cergy,15
1993,INVALID,la distance entre albert et clisson,Albert,Clisson,20
1641,VALID,Un billet Louviers Hazebrouck s'il vous plaît,Louviers,Hazebrouck,2
2293,INVALID,Restaurant à Dinan,Dinan,Hazebrouck,25
3433,INVALID,restaurant a bourges,Bourges,Antibes,25
2450,INVALID,Elbeuf est une belle ville,Elbeuf,Tours,18
1765,VALID,Y a-t-il des trains vers Oyonnax au départ de Saumur ?,Saumur,Oyonnax,4
2061,INVALID,bonjour,Saint-Nazaire,Carcassonne,21
3467,VALID,je dois me rendre de modane a boulogne-sur-mer,Modane,Boulogne-sur-Mer,7
1241,VALID,Prochain train pour Challans depuis Albi,Albi,Challans,13
3717,VALID,Prochain train pour Aix-en-Provence depuis Strasbourg,Strasbourg,Aix-en-Provence,13
809,VALID,Je veux aller de Moulins à Concarneau,Moulins,Concarneau,1
1232,VALID,Départ Verdu arrive Le Havre,Verdun,Le Havre,15
1010,VALID,Y a-t-il des trains vers Annecy au départ de Vienne ?,Vienne,Annecy,4
1611,VALID,Un billet Compiègne Bourgoin-Jallieu s'il vous plaît,Compiègne,Bourgoin-Jallieu,2
3680,INVALID,J'habite a Macon,Mâcon,Épernay,17
3277,INVALID,J'habite à Béthune,Béthune,Carcassonne,17
3349,INVALID,Quelle est la population de Châteauroux ?,Châteauroux,Argenteuil,22
2460,INVALID,Bonjour,Chambéry,Saint-Denis,21
1597,VALID,Je cherche un train Avignon Moulins,Avignon,Moulins,14
2171,INVALID,Bonour,Verdun,Vichy,21
144,VALID,je souhaite voyager de lons-le-saunier vers gap,Lons-le-Saunier,Gap,5
2608,INVALID,La distance entre Cambrai et Poitiers,Cambrai,Poitiers,20
655,VALID,Un billet Oyonnax Les Sables-d'Olonne s'il vous plaît,Oyonnax,Les Sables-d'Olonne,2
1182,VALID,Un billet Beauvais Cherbourg s'il vous plaît,Beauvais,Cherbourg,2
2629,INVALID,Restaurant à Colmar,Colmar,Segré,25
3276,INVALID,Restaurant à Blois,Blois,Toulon,25
2377,INVALID,Port-Boulet ouu Avingon pour les vacances ?,Port-Boulet,Avignon,23
770,VALID,Je pars de Angers direction Châlons-en-Champagne,Angers,Châlons-en-Champagne,12
3878,VALID,Un aller simple Cambrai Alencon,Cambrai,Alençon,10
1861,VALID,Un aller simple Bordeaux Dijon,Bordeaux,Dijon,10
3811,VALID,Prochain train pour Vichy depuis Perpignan,Perpignan,Vichy,13
1576,VALID,Je cherche un train Lons-le-Saunier Agen,Lons-le-Saunier,Agen,14
2270,INVALID,Mâcon ou Rodez pour les vacances ?,Mâcon,Rodez,23
3864,VALID,Trajet de Saint-Dizier vers Privas,Saint-Dizier,Privas,11
1527,VALID,Je veux aller de Lourdes à Cherbourg,Lourdes,Cherbourg,1
532,VALID,Comment me rendre à Saint-Malo depuis Aubenas ?,Aubenas,Saint-Malo,3
2630,INVALID,La distance entre Évry et Anceniss,Évry,Ancenis,20
3181,INVALID,Quelle est la population de Vichy ?,Vichy,Berck,22
3519,VALID,je dois me rendre de argenteuil a le havre,Argenteuil,Le Havre,7
546,VALID,Y a-t-il des trains vers Pontivy au départ de Lens ?,Lens,Pontivy,4
1407,VALID,Je souhaite voyager de Pontoise vers Saint-Malo,Pontoise,Saint-Malo,5
380,VALID,Je souhaite voyager de Aix-les-Bains vers Provins,Aix-les-Bains,Provins,5
1696,VALID,Déprt Quimper rarivée Yvetot,Quimper,Yvetot,15
921,VALID,La Rochelle Arras pour demain,La Rochelle,Arras,6
2622,INVALID,La distance entre Saint-Étienne et Albi,Saint-Étienne,Albi,20
1106,VALID,Y a-t-il des trains vers Fougères au départ de Bourges ?,Bourges,Fougères,4
296,VALID,Trajet de Bourg-en-Bresse vers Digne-les-Bains,Bourg-en-Bresse,Digne-les-Bains,11
2946,INVALID,Quel temps fait-il à Vesoul ?,Vesoul,Romans-sur-Isère,16
3858,VALID,Je dois me rendre de Antibes a Boulogne-sur-Mer,Antibes,Boulogne-sur-Mer,7
765,VALID,Je dois me rendre de Épinal à Verdun,Épinal,Verdun,7
2163,INVALID,Quelle est la population de Florence ?,Florence,Meaux,22
2571,INVALID,Le maire de Saint-Dizier,Saint-Dizier,Quimper,24
1075,VALID,Je veux aller de Épinal à Meaux,Épinal,Meaux,1
1028,VALID,Y a-t-il des trains vers Ancenis au départ de Belfort ?,Belfort,Ancenis,4
3127,INVALID,Le maire de Chalon-sur-Saône,Chalon-sur-Saône,Montélimar,24
3779,VALID,Je cherche un train Evreux Antibes,Évreux,Antibes,14
2962,INVALID,Bonjour,Arras,Port-Boulet,21
722,VALID,Je pars de Vendôme direction Montivilliers,Vendôme,Montivilliers,12
2108,INVALID,quel temps fait-il à fontainebleau ?,Fontainebleau,Vienne,16
3794,VALID,Je veux aller de Modane a Besancon,Modane,Besançon,1
1437,VALID,Un billet Orléans Fougères s'il vous plaît,Orléans,Fougères,2
3898,INVALID,Le maire de Fecamp,Fécamp,Vannes,24
3014,INVALID,Mon ami vit à Mâcon et moi à Fougères,Mâcon,Fougères,19
507,VALID,Départ Boulogne-sur-Mer arrivée Montpellier,Boulogne-sur-Mer,Montpellier,15
2431,INVALID,Mon ami vit à Bastia et moi à Besançon,Bastia,Besançon,19
3771,INVALID,Restaurant a Chinon,Chinon,Lons-le-Saunier,25
3863,VALID,Je cherche un train Lyon Montargis,Lyon,Montargis,14
1669,VALID,Prochain train pour Châteaubriant depuis Compiègne,Compiègne,Châteaubriant,13
686,VALID,Je dois me rendre de Saint-Brieuc à Colmar,Saint-Brieuc,Colmar,7
2929,INVALID,Bordeaux est une belle ville,Bordeaux,Auxerre,18
1256,VALID,Je souhaite voyager de Mâcon vers Albert,Mâcon,Albert,5
2126,INVALID,J'habite à Loches,Loches,Maubeuge,17
2133,INVALID,La distance entre Briançon et Lorient,Briançon,Lorient,20
2538,INVALID,Quelle est la poppulatoin e Montargis  ?,Montargis,Maubeuge,22
3414,INVALID,bonjour,Montauban,Périgueux,21
1899,INVALID,quelle est  l population de portboulet ?,Port-Boulet,Toul,22
1219,VALID,Départ Amboise arrivée Paris,Amboise,Paris,15
3783,INVALID,Restaurant a Sens,Sens,Béthune,25
1964,INVALID,quelle est la population de tours ?,Tours,Vierzon,22
2925,INVALID,Restaurant à Soissons,Soissons,Biarritz,25
3244,INVALID,Rennes ou Châlons-en-Champagne pour les vacances ?,Rennes,Châlons-en-Champagne,23
1264,VALID,Comment me rendre à Béziers depuis Châlons-en-Champagne ?,Châlons-en-Champagne,Béziers,3
2583,INVALID,Bonjour,Moulins,Boulogne-Billancourt,21
3501,VALID,quels sont les horaires de train concarneau mulhouse ?,Concarneau,Mulhouse,8
255,VALID,granville auxerre pour demain,Granville,Auxerre,6
1907,INVALID,j'habite à avignon,Avignon,Troyes,17
2807,INVALID,Quelle est la population de Lille ?,Lille,Avranches,22
3837,INVALID,J'habite a Metz,Metz,Saint-Omer,17
79,VALID,y a-t-il des trains vers amboise au départ de montargis ?,Montargis,Amboise,4
3409,VALID,quels sont les horaires de train macon sens ?,Mâcon,Sens,8
2573,INVALID,Quel temps fait-il à Châteauroux ?,Châteauroux,Lens,16
3341,INVALID,Bonjour,Périgueux,Bourgoin-Jallieu,21
3869,VALID,Je souhaite voyager de Granville vers Valenciennes,Granville,Valenciennes,5
1528,VALID,Un aller simple Chalon-sur-Saône Périgueux,Chalon-sur-Saône,Périgueux,10
1983,INVALID,quel temps fait-il à toull ?,Toul,Blois,16
470,VALID,Départ Valenciennes arrivée Albertville,Valenciennes,Albertville,15
2083,INVALID,bonjour,Saint-Nazaire,Montargis,21
2971,INVALID,Épinal est une belle ville,Épinal,Saint-Omer,18
3638,INVALID,j'habite a pontoise,Pontoise,Orléans,17
3530,VALID,je cherche un train beauvais amboise,Beauvais,Amboise,14
3563,VALID,je veux aller de vierzon a manosque,Vierzon,Manosque,1
755,VALID,Quels sont les horaires de train Pau Saint-Quentin ?,Pau,Saint-Quentin,8
3084,INVALID,Restaurant à Nantes,Nantes,Évreux,25
3436,VALID,je cherche un train digne-les-bains angers,Digne-les-Bains,Angers,14
2542,INVALID,J'habite à Lourdes,Lourdes,Saint-Nazaire,17
3029,INVALID,Compiègne o Troyes pour lesvacance s?,Compiègne,Troyes,23
505,VALID,Trajet ed Rouabix vers Thonon-les-Bains,Roubaix,Thonon-les-Bains,11
2517,INVALID,J'habite à Caen,Caen,Roubaix,17
3841,INVALID,Charleville-Mezieres est une belle ville,Charleville-Mézières,Nanterre,18
3072,INVALID,Quelle est la populaiton de Caen ?,Caen,Dole,22
3576,INVALID,quelle est la population de toul ?,Toul,Florence,22
61,VALID,je cherche un train fontenay-le-comte amiens,Fontenay-le-Comte,Amiens,14
2575,INVALID, La diance entre Mâcon eet AAnnec,Mâcon,Annecy,20
2959,INVALID,Bonjour,Dijon,Granville,21
2665,INVALID,Évreux est une belle ville,Évreux,Rennes,18
458,VALID,Un billet Saint-Dizier Avignon s'il vous plaît,Saint-Dizier,Avignon,2
2722,INVALID,Créteil est une belle ville,Créteil,Pontivy,18
967,VALID,Trajet de Mulhouse vers Mâcon,Mulhouse,Mâcon,11
2339,INVALID,J'habite à Strasbourg,Strasbourg,Bourgoin-Jallieu,17
861,VALID,Je dois me rendre de Troyes à Boulogne-sur-Mer,Troyes,Boulogne-sur-Mer,7
1693,VALID,Y a-t-il des trains vers Montélimar au départ de Argenteuil ?,Argenteuil,Montélimar,4
2604,INVALID,J'habbite à  Touloue,Toulouse,Concarneau,17
1293,VALID,Trajet de Paris vers Lens,Paris,Lens,11
2822,INVALID,La distance entre Saint-Nazaire et Meaux,Saint-Nazaire,Meaux,20
2091,INVALID,restaurant à bolbec,Bolbec,Courbevoie,25
2419,INVALID,Quelle est la population de Montélimar ?,Montélimar,Quimper,22
930,VALID,Je cherche un train Saint-Malo Vichy,Saint-Malo,Vichy,14
1373,VALID,Je pars de Brest direction Avignon,Brest,Avignon,12
3159,INVALID,Dunkerque est une belle ville,Dunkerque,Amiens,18
3074,INVALID,Quelle est la population de Pontarlier ?,Pontarlier,Montreuil,22
619,VALID,Je cherche un train Nie Dolee,Nice,Dole,14
1612,VALID,Je voudrais partir de Dunkerque pour aller à Privas,Dunkerque,Privas,9
1871,VALID,Un aller simple Vitré Provins,Vitré,Provins,10
2058,INVALID,quelle est la populaation de thhononl-es-bains ?,Thonon-les-Bains,Bordeaux,22
3317,INVALID,J'habite à Florence,Florence,Douai,17
3633,VALID,quels sont les horaires de train chateauroux tours ?,Châteauroux,Tours,8
2502,INVALID,Chalon-sur-Saône ou Manosque pour les vacances ?,Chalon-sur-Saône,Manosque,23
2689,INVALID,J'habite à Nice,Nice,Saint-Brieuc,17
1753,VALID,Lyon Saint-Malo pour demain,Lyon,Saint-Malo,6
465,VALID,Y a-t-il des trains vers Étampes au départ de Romans-sur-Isère ?,Romans-sur-Isère,Étampes,4
2367,INVALID,Restaurant à Saumur,Saumur,Étampes,25
2484,INVALID,Mon ami vit à Aurillac et moi à Cherbourg,Aurillac,Cherbourg,19
3429,VALID,je veux aller de amboise a port-boulet,Amboise,Port-Boulet,1
3419,VALID,comment me rendre a montauban depuis epinal ?,Épinal,Montauban,3
3789,VALID,Je veux aller de Carcassonne a Grenoble,Carcassonne,Grenoble,1
2102,INVALID,mon ami vit à lisieux et moi à épinal,Lisieux,Épinal,19
1878,VALID,Commennt merendre à Caen depuis Ponitvy ?,Pontivy,Caen,3
391,VALID,Y a-t-il des trains vers Ajaccio au départ de Bourges ?,Bourges,Ajaccio,4
834,VALID,Y a-t-il des trains vers Vernon au départ de Nice ?,Nice,Vernon,4
3542,VALID,un aller simple lisieux chalon-sur-saone,Lisieux,Chalon-sur-Saône,10
720,VALID,Quels sont les horaires de train Annecy Poitiers ?,Annecy,Poitiers,8
48,VALID,je voudrais partir de éppernay pour aller à saintmlao,Épernay,Saint-Malo,9
493,VALID,Prochain train pour Chartres depuis Villeurbanne,Villeurbanne,Chartres,13
56,VALID,je dois me rendre de saint-dizier à béthune,Saint-Dizier,Béthune,7
1638,VALID,Un billet Lunéville Limoges s'il vous plaît,Lunéville,Limoges,2
115,VALID,y a-t-il des trains vers le havre au départ de arles ?,Arles,Le Havre,4
3813,INVALID,La distance entre La Rochelle et Vitry-le-Francois,La Rochelle,Vitry-le-François,20
2826,INVALID,Bonjour,Loches,Saint-Denis,21
1193,VALID,Briançon Rodez pour demain,Briançon,Rodez,6
149,VALID,trajet de rennes vers amiens,Rennes,Amiens,11
2456,INVALID,Moulins ou Albert pour les vacances ?,Moulins,Albert,23
2220,INVALID,Calais est une belle ville,Calais,Annemasse,18
3892,VALID,Un billet Mulhouse Dunkerque s'il vous plait,Mulhouse,Dunkerque,2
610,VALID,Je cherche un train Aubenas Antibes,Aubenas,Antibes,14
3618,VALID,depart morlaix arrivee soissons,Morlaix,Soissons,15
78,VALID,dole châteauroux pour demain,Dole,Châteauroux,6
2073,INVALID,le maire de bar-le-duc,Bar-le-Duc,Évreux,24
3495,VALID,quels sont les horaires de train segre pontivy ?,Segré,Pontivy,8
3196,INVALID,J'habite à Poitiers,Poitiers,Saint-Denis,17
1370,VALID,Un billet Vienne Calais s'il vous plaît,Vienne,Calais,2
974,VALID,Y a-t-il des trains vers Lisieux au départ de Saint-Dizier ?,Saint-Dizier,Lisieux,4
2818,INVALID,Restaurant à Digne-les-Bains,Digne-les-Bains,Laval,25
3132,INVALID,Le maire de Le Mans,Le Mans,Vierzon,24
2529,INVALID,J'habite à BBoulogne-Billancourt,Boulogne-Billancourt,Versailles,17
63,VALID,je dois me rendre de annecy à segré,Annecy,Segré,7
454,VALID,Quels sont les horaires de train Dinan Avranches ?,Dinan,Avranches,8
1233,VALID,Je veux aller de Chambéry à Avranches,Chambéry,Avranches,1
3229,INVALID,Mon ami vit à Abbeville et moi à Yvetot,Abbeville,Yvetot,19
3280,INVALID,Caen ou Lorient pour les vacances ?,Caen,Lorient,23
2754,INVALID,Quel temps fait-il à Metz ?,Metz,Lunéville,16
3498,VALID,comment me rendre a antibes depuis loches ?,Loches,Antibes,3
1535,VALID,U alelr imple Bourg-en-Bresse Périgueux,Bourg-en-Bresse,Périgueux,10
3061,INVALID,Restaurant à Épernay,Épernay,Montargis,25
2143,INVALID,Beauvais est une belle ville,Beauvais,Calais,18
1806,VALID,Comment me rendre à Ancenis depuis Vendôme ?,Vendôme,Ancenis,3
530,VALID,Je voudrais partir de Lannion pour aller à Auray,Lannion,Auray,9
1596,VALID,Je dois me rendre de Poitiers à Modane,Poitiers,Modane,7
2123,INVALID,La distance entre Tourcoing et Saint-Étienne,Tourcoing,Saint-Étienne,20
1375,VALID,Je cherche un train Soissons Chalon-sur-Saône,Soissons,Chalon-sur-Saône,14
3810,VALID,Depart Angouleme arrivee Chateaubriant,Angoulême,Châteaubriant,15
537,VALID,Quels sont les horaires de train Lisieux Langres ?,Lisieux,Langres,8
2319,INVALID,Bordeaux ou Meaux pour les vacances ?,Bordeaux,Meaux,23
